,Общая,Жилая,Кухня,Этаж,Тип жилья,Планировка,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Балкон/лоджия,Вид из окон,Отделка,Цена,Комнат,Район,Линк,Построен,Срок сдачи,Санузел,Высота потолков,Ремонт
159,232,,,28,Новостройка Апартаменты,,,,На улицу и двор,Черновая,13000000,Апартам,р-н Советский,https://kazan.cian.ru/sale/flat/242817513/,,4,2 раздельных,,
160,18,,,6,Вторичка,,,,Во двор,,1670000,"Студия,",р-н Приволжский,https://kazan.cian.ru/sale/flat/245462412/,1983,,1 совмещенный,,Евроремонт
161,58,,,8,Новостройка,,,,,,5866000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240670891/,,1,,,
162,83,,,8,Вторичка,,,1 балкон,,,6850000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/241879965/,2007,,,,Косметический
163,32,,,16,Вторичка,,,1 балкон,,,3500000,"Студия,",р-н Советский,https://kazan.cian.ru/sale/flat/242741751/,2020,,,,Без ремонта
164,78,39,13,16,Вторичка,,"19,8-17,6 м²","1 балкон, 1 лоджия",Во двор,,7250000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/240373704/,2009,,"1 совмещенный, 1 раздельный",,Евроремонт
165,53,,,3,Вторичка,,,1 балкон,,,3400000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/228425093/,1983,,,,Без ремонта
166,67,,,1,Вторичка,,,1 балкон,,,5000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243127225/,1981,,,,Без ремонта
167,79,43,14,2,Вторичка,,,1 лоджия,,,8200000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/236985270/,2009,,,"3,1 м",
168,84,,,12,Вторичка,Смежно-изолированная,,2 балкона,Во двор,,7500000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244150055/,2016,,1 раздельный,3 м,Евроремонт
169,180,68,15,6,Вторичка,Изолированная,20-18-15-15 м²,"1 балкон, 1 лоджия",На улицу и двор,,17900000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/237770536/,1998,,2 раздельных,3 м,Евроремонт
170,42,18,12,14,Вторичка,,"18,9 м²",1 лоджия,На улицу,,5500000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/240007255/,2012,,1 совмещенный,"2,7 м",Евроремонт
171,45,27,7,5,Вторичка,,,,,,4180000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/246064232/,,,,,
172,200,,,5,Вторичка,,,,,,18000000,5-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/221764857/,2005,,2 совмещенных,,Дизайнерский
173,75,,9,3,Вторичка,Изолированная,,2 лоджии,,,5200000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242551436/,2001,,1 раздельный,,Косметический
174,37,17,10,3,Вторичка,,,1 лоджия,Во двор,,2450000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245588567/,2017,,1 совмещенный,"2,7 м",Без ремонта
175,131,110,,2,Вторичка,Изолированная,24+19+20+47 м²,1 лоджия,Во двор,,10500000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/243738219/,2006,,"1 совмещенный, 1 раздельный",,Без ремонта
176,75,52,8,5,Вторичка,,,2 балкона,На улицу,,4950000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242279459/,1956,,1 раздельный,3 м,Косметический
177,86,60,11,2,Вторичка,Изолированная,,,,,8500000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/242917446/,2008,,,"2,5 м",Евроремонт
178,35,,,6,Новостройка,,,1 балкон,,,3925000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245838069/,,1,1 совмещенный,,
179,69,43,9,4,Вторичка,Изолированная,,2 балкона,,,6000000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/232804180/,2008,,,"2,6 м",Евроремонт
180,60,35,9,3,Вторичка,,,1 лоджия,,,7290000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244572463/,1953,,,"3,2 м",
181,54,18,11,2,Вторичка,,,1 лоджия,,,5600000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/243267007/,2008,,,3 м,
182,54,,,5,Вторичка,,,1 балкон,,,5700000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242463235/,2017,,,,Косметический
183,125,75,,9,Новостройка,,75.20 м²,2 балкона,,,12170217,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/231327990/,,4,"1 совмещенный, 1 раздельный","2,85 м",
184,50,29,6,4,Вторичка,Изолированная,17.8-11.5 м²,1 балкон,На улицу,,3550000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/243247976/,,,1 совмещенный,3 м,Без ремонта
185,32,,,3,Вторичка,,,1 балкон,,,3250000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245938595/,2003,,,,
186,65,,,12,Вторичка,,,1 балкон,На улицу и двор,,6630000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243367185/,2009,,1 раздельный,"2,5 м",Евроремонт
187,120,,21,5,Вторичка,,,2 лоджии,,,8500000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/227309825/,2003,,,,Дизайнерский
188,85,49,14,1,Вторичка,,,2 лоджии,,,7290000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/235704988/,,,1 раздельный,"2,8 м",Косметический
189,66,39,8,2,Вторичка,Изолированная,,1 лоджия,Во двор,,4870000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/244195749/,1983,,1 раздельный,,Косметический
190,40,,,8,Вторичка,,,1 балкон,,,6300000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/236188292/,2016,,,,Дизайнерский
191,98,43,10,1,Вторичка,,,,,,5300000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/237346662/,,,,,
192,69,42,12,5,Вторичка,Изолированная,27-16 м²,1 балкон,Во двор,,8100000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/242886797/,2010,,1 совмещенный,,Евроремонт
193,95,,,1,Вторичка,,,1 балкон,,,6900000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245938547/,2009,,,,Косметический
194,46,,,1,Вторичка,,,,Во двор,,3840000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245909851/,1966,,1 совмещенный,"2,48 м",Косметический
195,46,,,1,Вторичка,,,1 балкон,,,4485000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245301240/,2020,,,,Без ремонта
196,34,13,13,7,Новостройка,,13 м²,1 лоджия,,,3599000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/237864061/,,,1 совмещенный,3 м,
197,47,31,5,5,Вторичка,Изолированная,,1 балкон,,,3700000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245913487/,,,1 совмещенный,,
198,100,52,14,6,Вторичка,,,2 балкона,,,9300000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/239023631/,2010,,,3 м,
199,39,16,9,6,Вторичка,,,1 балкон,,,4080000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245462846/,2019,,,,Без ремонта
200,50,25,18,2,Вторичка,,,1 балкон,,,7200000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/234444641/,2015,,,0 м,
201,30,16,7,1,Вторичка,,16 м²,,На улицу,,2450000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/241405878/,1948,,"1 совмещенный, 1 раздельный",3 м,Дизайнерский
202,53,,8,1,Вторичка,,,1 балкон,Во двор,,4500000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245814406/,1980,,,,Евроремонт
203,16,16,,2,Вторичка,,,,,,900000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245765184/,,,,,Косметический
204,117,67,12,1,Вторичка,Изолированная,,,,,7650000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/233756910/,,,1 раздельный,,Без ремонта
205,81,43,16,10,Вторичка,Изолированная,,2 лоджии,Во двор,,6700000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245811222/,2004,,1 совмещенный,"2,5 м",Дизайнерский
206,60,25,15,1,Новостройка,,25.63 м²,,,,5491000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245205466/,,2,,,
207,47,20,16,5,Вторичка,,20 м²,1 лоджия,,,6000000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/228388751/,2011,,1 совмещенный,"2,5 м",Косметический
208,120,71,20,10,Вторичка,,,1 лоджия,На улицу,,18999000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244268850/,,,1 совмещенный,"2,6 м",Евроремонт
209,30,14,5,10,Вторичка,,,1 лоджия,На улицу,,3950000,"Студия,",р-н Советский,https://kazan.cian.ru/sale/flat/245076094/,2016,,1 совмещенный,,Евроремонт
210,62,33,13,18,Новостройка,Изолированная,,1 балкон,Во двор,Черновая,8587000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244388249/,,,1 совмещенный,,
211,96,48,13,3,Вторичка,,,2 лоджии,,,8500000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243773827/,2013,,,"2,7 м",
212,160,39,30,4,Вторичка,,,1 лоджия,На улицу и двор,,16070000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244753064/,2020,,1 раздельный,"2,65 м",Без ремонта
213,88,,,10,Новостройка,,,"1 балкон, 1 лоджия",На улицу,Нет,12185000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243589712/,,3,2 раздельных,,
214,40,15,9,14,Вторичка,,,1 балкон,Во двор,,4000000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245903448/,,,1 совмещенный,,
215,120,85,25,6,Вторичка,,,1 балкон,,,24900000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/238941816/,2006,,,"2,8 м",
216,116,65,11,18,Вторичка,Изолированная,20+22+23 м²,2 балкона,,,10000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/230227729/,2010,,"1 совмещенный, 1 раздельный",,Косметический
217,64,28,16,10,Новостройка,Изолированная,15-13 м²,1 балкон,Во двор,Черновая,5560000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245716780/,,,1 раздельный,,
218,75,40,9,3,Новостройка,,,2 лоджии,,Черновая,7887600,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243893415/,,3,1 совмещенный,,
219,130,,20,26,Вторичка,,,1 балкон,,,13350000,4-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245865948/,2018,,,,
220,44,,,1,Вторичка,,,,,,3660000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/243427252/,1975,,,"2,48 м",Косметический
221,48,29,,5,Новостройка,,18-11.4 м²,,,,4200000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245545985/,,,1 совмещенный,,
222,47,21,10,7,Новостройка,,,"1 балкон, 1 лоджия",,Черновая,4650000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/236577028/,,4,,,
223,79,42,18,16,Новостройка,,,,,,8400000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/237133393/,,,,,
224,71,41,15,8,Вторичка,,,1 лоджия,,,6800000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/239113064/,2009,,,0 м,
225,20,,,1,Вторичка,,,,,,1270000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245999069/,1959,,,"2,51 м",Косметический
226,156,,35,13,Вторичка,Изолированная,,"1 балкон, 1 лоджия",На улицу и двор,,15521460,4-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243732096/,,,"1 совмещенный, 2 раздельных",3 м,Без ремонта
227,71,,,2,Вторичка,,,1 балкон,,,15100000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/243853099/,2005,,,,Дизайнерский
228,34,9,16,1,Новостройка,,9.4 м²,1 балкон,Во двор,,3641798,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242013111/,,1,1 совмещенный,"2,6 м",
229,219,,,3,Вторичка Апартаменты,,,,Во двор,,43700000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/156748516/,2012,,,3 м,Без ремонта
230,37,18,9,3,Вторичка,,,1 балкон,,,4300000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/239870761/,,,1 совмещенный,,Косметический
231,60,24,13,10,Вторичка,,"24,2 м²",2 лоджии,Во двор,,5300000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/235643996/,2004,,1 совмещенный,"2,5 м",Евроремонт
232,78,39,18,1,Новостройка,,38.96 м²,,,,5980000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245031806/,,2,,,
233,43,21,10,6,Новостройка,Изолированная,11-10 м²,1 балкон,Во двор,Нет,4100000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/235671502/,,,1 совмещенный,,
234,43,20,14,5,Вторичка,,,1 балкон,,,5000000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243676465/,2008,,,,Косметический
235,58,,,6,Вторичка,,,1 балкон,,,5895000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/243688025/,2015,,,,Без ремонта
236,31,17,5,2,Вторичка,,,1 балкон,На улицу,,2880000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244123902/,1961,,,,Без ремонта
237,41,25,12,6,Вторичка,,,,,,8250000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244487992/,,,,,
238,137,78,17,6,Вторичка,Изолированная,,1 балкон,На улицу и двор,,7850000,4-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/239263292/,2000,,1 раздельный,,Косметический
